Prediction for the average column is 0.9835107302118172,column_name,aveage_val,initval,initval_predict_prob,finalval,finalval_predict_prob,final_minus_init
0,cc.age,1.080723349253571,1.080723349253571,0.9835107302118172,2.080723349253571,0.9822596267830821,-0.0012511034287351341
1,cc.blackdum,0.010341484433911452,0.0,0.9835107302118172,1.0,0.8487435461637068,-0.1347671840481104
2,cc.cc16_304,1.0597590671531882,1.0597590671531882,0.9835107302118172,2.0597590671531885,0.9771030922340954,-0.006407637977721814
3,cc.cc16_305_2,0.10847786275988366,0.0,0.9835107302118172,1.0,0.982225015926103,-0.0012857142857142234
4,cc.cc16_422c,1.0496333061429608,1.0496333061429608,0.9835107302118172,2.049633306142961,0.9753507333459378,-0.008159996865879426
5,cc.cc16_422d,1.1886245799451949,1.1886245799451949,0.9835107302118172,2.188624579945195,0.9866792283803154,0.0031684981684981794
6,cc.cc16_422e,0.9424012905828462,0.9424012905828462,0.9835107302118172,1.942401290582846,0.9469959075233076,-0.036514822688509585
7,cc.cc16_422f,1.0999332367841133,1.0999332367841133,0.9835107302118172,2.0999332367841133,0.9838882894480722,0.0003775592362549318
8,cc.catholic,0.24571797910158355,0.0,0.9835107302118172,1.0,0.9886535873546743,0.005142857142857116
9,cc.evanprot,0.4202305289238393,0.0,0.9835107302118172,1.0,0.9873533228044097,0.003842592592592453
10,cc.ideo7,1.2789351405702534,1.2789351405702534,0.9835107302118172,2.2789351405702534,0.9835107302118172,0.0
11,cc.inddum,0.0,0.0,0.9835107302118172,1.0,0.9835107302118172,0.0
12,cc.religiosity,1.0745172055491976,1.0745172055491976,0.9835107302118172,2.0745172055491974,0.9833313588585326,-0.00017937135328460752
13,cc.repdum,1.0,1.0,0.9835107302118172,2.0,0.9835107302118172,0.0
14,cc.sex,0.5185823548421846,0.0,0.9870345397356267,1.0,0.9835107302118172,-0.0035238095238094846
15,cc.whitedum,0.8993859743617365,0.0,0.9660711937136761,1.0,0.9835107302118172,0.017439536498141117
16,cc.emp.nojob,0.03501023376063773,0.0,0.9835107302118172,1.0,0.9853538233049102,0.0018430930930929401
17,cc.faminc,0.983731979343334,0.983731979343334,0.9835107302118172,1.9837319793433341,0.9808450625461496,-0.0026656676656676703
18,cc.i.white.educhs,0.2488419691909943,0.0,0.9835107302118172,1.0,0.983285733960505,-0.00022499625131222611
19,cc.immviewsum,1.2132270849418894,1.2132270849418894,0.9835107302118172,2.2132270849418894,0.9812185224196095,-0.0022922077922077344
20,cc.maxeduc.4yr,0.23365291392868684,0.0,0.9835107302118172,1.0,0.9817460243294643,-0.0017647058823528905
21,cc.union,0.2469029408596359,0.0,0.9835107302118172,1.0,0.9774789841800713,-0.006031746031745944
22,crashpc,0.8865251605604783,0.8865251605604783,0.9835107302118172,1.8865251605604783,0.9723669098932257,-0.011143820318591513
23,demo.popdense,0.15828301092562086,0.15828301092562086,0.9835107302118172,1.1582830109256208,0.9818039565932789,-0.0017067736185383264
24,job.uer,0.9447010021571426,0.9447010021571426,0.9835107302118172,1.9447010021571427,0.9626425806145213,-0.020868149597295882
25,mort.ucd.despair.disc95.pdpy,0.9543495112198279,0.9543495112198279,0.9835107302118172,1.954349511219828,0.9547836668020726,-0.028727063409744624
26,rustpc,0.7407769674226301,0.7407769674226301,0.9835107302118172,1.74077696742263,0.9753322395847971,-0.00817849062702014
