Prediction for the average column is 0.03979782218033376,column_name,aveage_val,initval,initval_predict_prob,finalval,finalval_predict_prob,final_minus_init
0,cc.age,1.0264559149893937,1.0264559149893937,0.03979782218033376,2.026455914989394,0.057542270322082284,0.017744448141748526
1,cc.blackdum,0.0967119397006882,0.0,0.03979782218033376,1.0,0.03316014102091346,-0.006637681159420296
2,cc.cc16_304,0.9331182573559623,0.9331182573559623,0.03979782218033376,1.9331182573559622,0.0658520776227471,0.02605425544241334
3,cc.cc16_305_2,0.1182318027892073,0.0,0.03979782218033376,1.0,0.050201567489529565,0.010403745309195807
4,cc.cc16_422c,0.8576544211802757,0.8576544211802757,0.03979782218033376,1.8576544211802757,0.059066866967018135,0.019269044786684376
5,cc.cc16_422d,0.8537611426423642,0.8537611426423642,0.03979782218033376,1.8537611426423641,0.1048333531332181,0.06503553095288434
6,cc.cc16_422e,0.8683881938456659,0.8683881938456659,0.03979782218033376,1.868388193845666,0.07215367338709265,0.03235585120675889
7,cc.cc16_422f,0.8839051719376173,0.8839051719376173,0.03979782218033376,1.8839051719376174,0.05791595035036927,0.01811812817003551
8,cc.catholic,0.21964097148891235,0.0,0.03979782218033376,1.0,0.04795799534050691,0.008160173160173152
9,cc.evanprot,0.28347230819648256,0.0,0.03979782218033376,1.0,0.05124827193776218,0.01145044975742842
10,cc.ideo7,0.9031976102228199,0.9031976102228199,0.03979782218033376,1.9031976102228199,0.12858731694042738,0.08878949476009362
11,cc.inddum,0.24065105778684048,0.0,0.03979782218033376,1.0,0.13351962239306914,0.09372180021273538
12,cc.religiosity,0.9206236857069223,0.9206236857069223,0.03979782218033376,1.9206236857069223,0.0408589108554944,0.0010610886751606444
13,cc.repdum,0.2827440556384954,0.0,0.03979782218033376,1.0,0.3978342985915802,0.3580364764112465
14,cc.sex,0.5207369915886829,0.0,0.04504238739772506,1.0,0.03979782218033376,-0.005244565217391299
15,cc.whitedum,0.7716199978152424,0.0,0.03126311172171025,1.0,0.03979782218033376,0.008534710458623508
16,cc.emp.nojob,0.03928922550340458,0.0,0.03979782218033376,1.0,0.03979782218033376,0.0
17,cc.faminc,0.971392040037587,0.971392040037587,0.03979782218033376,1.9713920400375868,0.0471785256748168,0.00738070349448304
18,cc.i.white.educhs,0.16367476240760295,0.0,0.03979782218033376,1.0,0.06430915819065351,0.024511336010319754
19,cc.immviewsum,0.7885024122616494,0.7885024122616494,0.03979782218033376,1.7885024122616495,0.1762631737240018,0.13646535154366804
20,cc.maxeduc.4yr,0.2673779266649674,0.0,0.03979782218033376,1.0,0.03716851183550617,-0.002629310344827586
21,cc.union,0.2985471361468157,0.0,0.03979782218033376,1.0,0.036839648489401446,-0.002958173690932313
22,crashpc,0.8577080834761348,0.8577080834761348,0.03979782218033376,1.8577080834761348,0.051975874694475205,0.012178052514141446
23,demo.popdense,0.2675850997934872,0.2675850997934872,0.03979782218033376,1.2675850997934872,0.03979782218033376,0.0
24,job.uer,0.9689183148541785,0.9689183148541785,0.03979782218033376,1.9689183148541785,0.0794488827898309,0.039651060609497135
25,mort.ucd.despair.disc95.pdpy,0.9650206844845931,0.9650206844845931,0.03979782218033376,1.965020684484593,0.07788309299952811,0.038085270819194356
26,rustpc,0.7267065313454365,0.7267065313454365,0.03979782218033376,1.7267065313454366,0.06038910761899434,0.02059128543866058
